Date, ULSP:  Pump price (p/litre),ULSP:  Diff on previous WEEK (p/litre), ULSP: Diff on previous  YEAR (p/litre),Duty rate ULSP (p/litre),VAT (% rate) ULSP,ULSD: Pump price (p/litre),ULSD: Diff on previous WEEK (p/litre),ULSD: Diff on previous  YEAR (p/litre),Duty rate ULSD (p/litre),VAT (% rate) ULSD
10/07/2023,142.87,-0.5,-47.8,52.95,20.00,144.73,-0.8,-54.0,52.95,20.00
17/07/2023,142.77,-0.1,-46.2,52.95,20.00,144.64,-0.1,-52.9,52.95,20.00
24/07/2023,142.96,0.2,-43.6,52.95,20.00,145.13,0.5,-50.7,52.95,20.00
31/07/2023,144.13,1.2,-38.6,52.95,20.00,145.95,0.8,-47.1,52.95,20.00
07/08/2023,146.18,2.0,-31.5,52.95,20.00,148.23,2.3,-40.3,52.95,20.00
14/08/2023,147.77,1.6,-26.4,52.95,20.00,150.37,2.1,-34.8,52.95,20.00
21/08/2023,149.40,1.6,-21.7,52.95,20.00,152.14,1.8,-30.8,52.95,20.00
28/08/2023,150.73,1.3,-19.4,52.95,20.00,153.52,1.4,-29.7,52.95,20.00
04/09/2023,151.71,1.0,-17.2,52.95,20.00,154.65,1.1,-28.2,52.95,20.00
11/09/2023,153.10,1.4,-14.5,52.95,20.00,156.15,1.5,-26.1,52.95,20.00
18/09/2023,154.06,1.0,-11.4,52.95,20.00,158.16,2.0,-23.0,52.95,20.00
25/09/2023,155.41,1.3,-8.6,52.95,20.00,160.61,2.5,-19.8,52.95,20.00
02/10/2023,156.02,0.6,-6.6,52.95,20.00,162.15,1.5,-17.9,52.95,20.00
09/10/2023,155.94,-0.1,-6.1,52.95,20.00,162.49,0.3,-18.3,52.95,20.00
16/10/2023,155.09,-0.9,-7.7,52.95,20.00,162.31,-0.2,-19.5,52.95,20.00
23/10/2023,154.63,-0.5,-10.0,52.95,20.00,162.19,-0.1,-25.1,52.95,20.00
30/10/2023,153.97,-0.7,-11.9,52.95,20.00,161.76,-0.4,-28.0,52.95,20.00
06/11/2023,153.20,-0.8,-12.4,52.95,20.00,160.86,-0.9,-28.9,52.95,20.00
13/11/2023,152.39,-0.8,-12.0,52.95,20.00,160.39,-0.5,-28.5,52.95,20.00
20/11/2023,150.50,-1.9,-12.8,52.95,20.00,158.44,-1.9,-29.1,52.95,20.00
27/11/2023,147.99,-2.5,-13.1,52.95,20.00,156.18,-2.3,-29.4,52.95,20.00
04/12/2023,145.71,-2.3,-13.5,52.95,20.00,154.10,-2.1,-29.5,52.95,20.00
11/12/2023,143.80,-1.9,-12.2,52.95,20.00,152.01,-2.1,-27.9,52.95,20.00
18/12/2023,141.51,-2.3,-12.6,52.95,20.00,150.38,-1.6,-27.2,52.95,20.00
25/12/2023,140.33,-1.2,-11.6,52.95,20.00,149.24,-1.1,-26.3,52.95,20.00
01/01/2024,140.78,0.4,-10.1,52.95,20.00,148.66,-0.6,-25.5,52.95,20.00
08/01/2024,139.72,-1.1,-10.2,52.95,20.00,148.21,-0.4,-25.0,52.95,20.00
15/01/2024,139.49,-0.2,-9.3,52.95,20.00,147.93,-0.3,-23.7,52.95,20.00
22/01/2024,139.39,-0.1,-8.8,52.95,20.00,147.96,0.0,-22.9,52.95,20.00
29/01/2024,139.91,0.5,-8.3,52.95,20.00,148.56,0.6,-22.0,52.95,20.00
05/02/2024,140.55,0.6,-7.8,52.95,20.00,149.35,0.8,-21.0,52.95,20.00
12/02/2024,141.28,0.7,-6.7,52.95,20.00,150.28,0.9,-19.4,52.95,20.00
19/02/2024,142.86,1.6,-5.0,52.95,20.00,152.08,1.8,-17.2,52.95,20.00
26/02/2024,143.96,1.1,-3.6,52.95,20.00,153.29,1.2,-15.3,52.95,20.00
04/03/2024,144.73,0.8,-2.4,52.95,20.00,154.53,1.2,-12.8,52.95,20.00
11/03/2024,144.70,0.0,-2.3,52.95,20.00,154.29,-0.2,-12.8,52.95,20.00
18/03/2024,144.73,0.0,-1.9,52.95,20.00,153.81,-0.5,-12.5,52.95,20.00
25/03/2024,145.06,0.3,-1.2,52.95,20.00,153.90,0.1,-11.3,52.95,20.00
01/04/2024,146.25,1.2,0.5,52.95,20.00,156.00,2.1,-7.7,52.95,20.00
08/04/2024,146.91,0.7,1.1,52.95,20.00,156.29,0.3,-6.4,52.95,20.00
15/04/2024,148.49,1.6,2.6,52.95,20.00,157.46,1.2,-4.7,52.95,20.00
22/04/2024,149.21,0.7,3.4,52.95,20.00,157.98,0.5,-3.4,52.95,20.00
29/04/2024,149.49,0.3,3.8,52.95,20.00,157.98,0.0,-2.4,52.95,20.00
06/05/2024,149.54,0.0,4.2,52.95,20.00,157.64,-0.3,-0.5,52.95,20.00
13/05/2024,149.23,-0.3,4.6,52.95,20.00,157.08,-0.6,1.5,52.95,20.00
20/05/2024,148.83,-0.4,5.2,52.95,20.00,156.21,-0.9,4.6,52.95,20.00
27/05/2024,147.65,-1.2,4.7,52.95,20.00,154.30,-1.9,6.4,52.95,20.00
03/06/2024,147.27,-0.4,4.4,52.95,20.00,153.26,-1.0,6.8,52.95,20.00
10/06/2024,146.25,-1.0,3.5,52.95,20.00,151.99,-1.3,6.5,52.95,20.00
17/06/2024,145.09,-1.2,2.1,52.95,20.00,150.70,-1.3,5.5,52.95,20.00
