PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS8457945A,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84579631,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579631,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,11/08/2020,30,0
LS84579642,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579664,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,0,0
LS84579675,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,28/07/2020,30,0
LS84579686,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579686,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,22/07/2020,30,0
LS84579700,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/08/2020,0,98
LS84579711,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/08/2020,0,0
LS84579722,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,23/07/2020,30,0
LS84579733,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579733,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,21/07/2020,30,0
LS84579744,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,28/07/2020,0,0
LS84579755,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579755,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,22/07/2020,30,0
LS84579766,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,0,0
LS84579766,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,12/08/2020,0,0
LS84579959,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,06/07/2020,30,0
LS84579959,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,21/07/2020,30,0
LS84579959,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,22/07/2020,30,0
LS8457996A,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,06/07/2020,30,0
LS8457996A,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,24/07/2020,30,0
LS8457996A,06/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/07/2020,30,0
LS84580007,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,98,0
LS84580007,06/07/2020,"BUS LANE, NEW MARKET STREET",60,28/08/2020,98,0
LS84580007,06/07/2020,"BUS LANE, NEW MARKET STREET",60,29/09/2020,98,0
LS84580018,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,30,0
LS84580018,06/07/2020,"BUS LANE, NEW MARKET STREET",60,19/08/2020,30,0
LS84580018,06/07/2020,"BUS LANE, NEW MARKET STREET",60,29/09/2020,30,0
LS84580029,06/07/2020,"BUS LANE, NEW MARKET STREET",60,27/07/2020,30,0
LS8458003A,06/07/2020,"BUS LANE, NEW MARKET STREET",60,19/08/2020,0,98
LS84580051,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,30,0
LS84580051,06/07/2020,"BUS LANE, NEW MARKET STREET",60,20/08/2020,30,0
LS84580131,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS84580164,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580186,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS84580197,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580222,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580233,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580244,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580255,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580346,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580357,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580368,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580379,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8458038A,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS8458038A,06/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84580404,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580415,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580437,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580459,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580470,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580481,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580517,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580528,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580539,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8458054A,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580561,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580572,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580594,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580619,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580641,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580674,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580696,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580710,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580721,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580732,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS84580732,06/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84580754,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580787,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580801,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580823,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580878,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84581360,06/07/2020,"BUS LANE, BURLEY ROAD",60,06/07/2020,30,0
LS84581360,06/07/2020,"BUS LANE, BURLEY ROAD",60,22/07/2020,30,0
LS84566709,06/07/2020,"BUS LANE, CANAL STREET",60,21/07/2020,30,0
LS84566775,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,06/07/2020,30,0
LS84566775,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,14/07/2020,30,0
LS84566924,06/07/2020,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60,13/07/2020,30,0
LS84568271,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84569365,06/07/2020,"BUS LANE, BOAR LANE",60,12/08/2020,0,98
LS84569365,06/07/2020,"BUS LANE, BOAR LANE",60,07/09/2020,0,98
LS84569376,06/07/2020,"BUS LANE, BOAR LANE",60,03/08/2020,0,0
LS84578672,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8457872A,06/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,06/07/2020,30,0
LS8457872A,06/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,22/07/2020,30,0
LS84578752,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/07/2020,30,0
LS84578763,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,06/07/2020,0,98
LS84578763,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/09/2020,0,98
LS84578774,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,06/07/2020,30,0
LS84578774,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,21/07/2020,30,0
LS84578774,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,22/07/2020,30,0
LS84578785,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,28/07/2020,30,0
LS84578796,06/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,21/07/2020,30,0
LS84578865,06/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,21/07/2020,30,0
LS84578898,06/07/2020,"BUS LANE, CANAL STREET",60,19/08/2020,60,0
LS84578898,06/07/2020,"BUS LANE, CANAL STREET",60,02/09/2020,60,0
LS84578901,06/07/2020,"BUS LANE, CANAL STREET",60,06/07/2020,30,0
LS84578956,06/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,06/08/2020,30,0
LS84579008,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,06/07/2020,30,0
LS84579008,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,22/07/2020,30,0
LS84579019,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,06/07/2020,30,0
LS84579019,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,24/07/2020,30,0
LS8457902A,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,06/07/2020,30,0
LS8457902A,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,27/07/2020,30,0
LS8457902A,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,04/08/2020,30,0
LS84579030,06/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,22/07/2020,30,0
LS84579121,06/07/2020,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60,19/08/2020,98,0
LS84579143,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,06/07/2020,30,0
LS84579143,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/07/2020,30,0
LS84579154,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,05/08/2020,30,0
LS84579165,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,06/07/2020,30,0
LS84579165,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84579176,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,06/07/2020,30,0
LS84579176,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/07/2020,30,0
LS84579198,06/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,27/07/2020,30,0
LS84579278,06/07/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,06/07/2020,0,60
LS84579325,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS84579325,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84579336,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,0,0
LS84579336,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,0
LS84579347,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS84579369,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS84579369,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/07/2020,30,0
LS8457937A,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/07/2020,30,0
LS8457937A,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/07/2020,30,0
LS84579380,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/07/2020,30,0
LS84579391,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS84579391,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,27/07/2020,30,0
LS84579405,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/08/2020,30,0
LS84579416,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,19/08/2020,30,0
LS84579416,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,09/09/2020,30,0
LS84579427,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS84579427,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,22/07/2020,30,0
LS84579438,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,98,0
LS84579438,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,18/09/2020,98,0
LS84579449,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,0,98
LS84579449,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS8457945A,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,06/07/2020,30,0
LS8457945A,06/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84579642,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,31/07/2020,30,0
LS84579642,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/08/2020,30,0
LS84579653,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579653,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,21/07/2020,30,0
LS84579653,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,22/07/2020,30,0
LS84579664,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/07/2020,0,0
LS84579675,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579675,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,27/07/2020,30,0
LS84579697,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579697,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,27/07/2020,30,0
LS84579700,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,0,98
LS84579700,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/09/2020,0,98
LS84579711,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,0,0
LS84579722,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,30,0
LS84579722,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,22/07/2020,30,0
LS84579744,06/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,06/07/2020,0,0
LS84580029,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,30,0
LS84580029,06/07/2020,"BUS LANE, NEW MARKET STREET",60,28/07/2020,30,0
LS8458003A,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,0,98
LS8458003A,06/07/2020,"BUS LANE, NEW MARKET STREET",60,29/09/2020,0,98
LS84580040,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,30,0
LS84580040,06/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,30,0
LS84580062,06/07/2020,"BUS LANE, NEW MARKET STREET",60,06/07/2020,30,0
LS84580062,06/07/2020,"BUS LANE, NEW MARKET STREET",60,23/07/2020,30,0
LS84580131,06/07/2020,"BUS LANE, BOAR LANE",60,31/07/2020,0,0
LS84580142,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580153,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS84580153,06/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84580175,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580186,06/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84580200,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580211,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580266,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580277,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580288,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580299,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580302,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580313,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580324,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580335,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580390,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580426,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580448,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8458046A,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,0
LS8458046A,06/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84580492,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580506,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580550,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580583,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580608,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8458062A,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580630,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580652,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580663,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580685,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS8458070A,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580743,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580765,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580776,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580798,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580812,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580834,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580845,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580856,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580867,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84580889,06/07/2020,"BUS LANE, BOAR LANE",60,06/07/2020,0,60
LS84578730,07/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,07/07/2020,0,98
LS84578730,07/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,19/08/2020,0,98
LS84578741,07/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,07/07/2020,30,0
LS8457880A,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,07/07/2020,30,0
LS8457880A,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/07/2020,30,0
LS84578810,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,07/07/2020,30,0
LS84578821,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/07/2020,30,0
LS84578832,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,30/07/2020,30,0
LS84578843,07/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,07/07/2020,30,0
LS84578876,07/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,19/08/2020,35,0
LS84578876,07/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,02/09/2020,35,0
LS84578912,07/07/2020,"BUS LANE, CANAL STREET",60,07/07/2020,30,0
LS84578912,07/07/2020,"BUS LANE, CANAL STREET",60,21/07/2020,30,0
LS84578934,07/07/2020,"BUS LANE, CANAL STREET",60,07/07/2020,0,60
LS84578945,07/07/2020,"BUS LANE, CANAL STREET",60,07/07/2020,0,60
LS84578967,07/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,07/07/2020,30,0
LS84578967,07/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/07/2020,30,0
LS84578978,07/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,10/08/2020,30,0
LS84578989,07/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,12/08/2020,0,0
LS8457899A,07/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,0,98
LS84579041,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,07/07/2020,30,0
LS84579052,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,07/07/2020,30,0
LS84579063,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,07/07/2020,30,0
LS84579063,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84579074,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,04/08/2020,30,0
LS84579085,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,07/07/2020,30,0
LS84579085,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,22/07/2020,30,0
LS84579085,07/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,23/07/2020,30,0
LS84579110,07/07/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,07/07/2020,30,0
LS84579110,07/07/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,23/07/2020,30,0
LS84579201,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,19/08/2020,0,98
LS84579212,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,01/08/2020,30,0
LS84579223,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,07/07/2020,150,0
LS84579223,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,19/08/2020,150,0
LS84579223,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/08/2020,150,0
LS84579234,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,07/07/2020,0,98
LS84579234,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,19/08/2020,0,98
LS84579245,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/07/2020,30,0
LS84579256,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,19/08/2020,0,98
LS84579267,07/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,07/07/2020,0,98
LS84579289,07/07/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,07/07/2020,30,0
LS84579289,07/07/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,23/07/2020,30,0
LS8457929A,07/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,07/07/2020,0,0
LS8457929A,07/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,06/08/2020,0,0
LS84579303,07/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,07/07/2020,30,0
LS84579460,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/07/2020,0,0
LS84579482,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,30,0
LS84579493,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,25/07/2020,30,0
LS84579507,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/07/2020,30,0
LS84579518,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,0
LS84579529,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,30,0
LS8457953A,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,90
LS84579540,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84579551,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,30,0
LS84579551,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,28/07/2020,30,0
LS84579573,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,30,0
LS84579584,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,60,0
LS84579584,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,60,0
LS84579609,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/07/2020,30,0
LS8457961A,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/07/2020,30,0
LS8457961A,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/07/2020,30,0
LS8457961A,07/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/07/2020,30,0
LS84579777,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,30,0
LS84579788,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,30,0
LS84579788,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/08/2020,30,0
LS84579788,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,24/08/2020,30,0
LS84579799,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,0,0
LS84579799,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,31/07/2020,0,0
LS84579799,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/08/2020,0,0
LS84579802,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,30,0
LS84579802,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,21/07/2020,30,0
LS84579813,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,90,0
LS84579824,07/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/07/2020,30,0
